title	year	avg_rating	#votes	genres	runtime_min	id
The Naughty Nineties	1945	7.3	1687	Adventure,Comedy,Music	76	0037939
Nob Hill	1945	6.3	231	Drama,Musical	95	0037946
Notorious Gentleman	1945	6.8	266	Drama,Romance	110	0037950
Objective, Burma!	1945	7.3	4172	Action,Adventure,Drama	142	0037954
Our Vines Have Tender Grapes	1945	7.5	1558	Drama,Family	105	0037963
Over 21	1945	6.5	314	Comedy	102	0037966
Vacation from Marriage	1945	7.0	985	Drama,Romance	102	0037980
The Pearl	1947	7.4	789	Adventure,Drama,Romance	85	0037981
The Picture of Dorian Gray	1945	7.5	11005	Drama,Fantasy,Horror	110	0037988
Pillow to Post	1945	6.7	381	Comedy	92	0037990
Pride of the Marines	1945	7.3	1160	Biography,Drama,Romance	120	0038000
Rhapsody in Blue	1945	7.1	1135	Biography,Drama,Musical	135	0038026
Road to Utopia	1945	7.2	3038	Adventure,Comedy,Family	90	0038032
Roughly Speaking	1945	6.9	571	Comedy,Drama	117	0038038
A Royal Scandal	1945	6.8	815	Comedy,Drama,History	94	0038040
San Antonio	1945	6.3	1299	Adventure,Drama,Romance	109	0038048
Saratoga Trunk	1945	6.5	1106	Drama,Romance,Western	135	0038053
Scarlet Street	1945	7.8	13090	Drama,Film-Noir,Thriller	102	0038057
A Song to Remember	1945	6.7	1158	Biography,Drama,Music	113	0038104
The Southerner	1945	7.1	2645	Drama	92	0038107
The Spanish Main	1945	6.4	1418	Adventure,Drama,Romance	100	0038108
Spellbound	1945	7.6	40545	Film-Noir,Mystery,Romance	111	0038109
State Fair	1945	7.0	3404	Comedy,Drama,Musical	100	0038116
The Stork Club	1945	6.5	513	Comedy,Musical,Romance	98	0038119
Story of G.I. Joe	1945	7.2	2850	Biography,Drama,War	108	0038120
The Strange Affair of Uncle Harry	1945	6.8	1181	Drama,Film-Noir	80	0038123
Strange Illusion	1945	6.2	812	Crime,Drama,Film-Noir	87	0038126
Tarzan and the Amazons	1945	6.4	2209	Action,Adventure	76	0038151
They Were Expendable	1945	7.2	7126	Drama,War	135	0038160
They Were Sisters	1945	6.8	251	Drama	115	0038161
A Thousand and One Nights	1945	6.1	487	Adventure,Comedy,Fantasy	93	0038165
The Three Caballeros	1944	6.5	11108	Animation,Comedy,Family	71	0038166
Tonight and Every Night	1945	6.4	705	Drama,Musical	92	0038178
A Tree Grows in Brooklyn	1945	8.0	6692	Drama,Romance	129	0038190
The Valley of Decision	1945	7.4	1654	Drama	119	0038213
A Walk in the Sun	1945	7.0	3164	Drama,War	117	0038235
Johnny in the Clouds	1945	7.3	1210	Drama,Romance,War	109	0038238
Week-End at the Waldorf	1945	6.6	972	Comedy,Drama,Musical	130	0038239
The Wicked Lady	1945	6.8	1189	Adventure,Drama	104	0038250
Without Love	1945	6.7	1891	Comedy,Romance	111	0038256
Wonder Man	1945	7.0	1797	Comedy,Fantasy,Musical	98	0038260
Yolanda and the Thief	1945	6.0	793	Fantasy,Musical,Romance	108	0038262
13 Rue Madeleine	1946	6.9	2568	Action,Adventure,Drama	95	0038279
Abilene Town	1946	6.3	735	Romance,Western	89	0038284
I See a Dark Stranger	1946	7.1	1153	Drama,Thriller,War	112	0038289
Angel on My Shoulder	1946	6.8	2250	Adventure,Comedy,Fantasy	100	0038300
Anna and the King of Siam	1946	7.0	2038	Biography,Drama,Romance	128	0038303
Bad Bascomb	1946	6.9	404	Western	112	0038319
Badman's Territory	1946	6.3	561	Western	97	0038321
The Bandit of Sherwood Forest	1946	5.8	382	Action,Adventure,Family	86	0038326
The Battle of the Rails	1946	7.0	733	Drama,War	85	0038334
The Beast with Five Fingers	1946	6.6	2138	Horror,Mystery	88	0038338
Bedelia	1946	6.9	160	Drama,Romance	90	0038342
Bedlam	1946	6.8	3375	Drama,Horror,Thriller	79	0038343
Beauty and the Beast	1946	7.9	22972	Drama,Fantasy,Romance	96	0038348
Beware of Pity	1946	6.4	162	Drama,Romance	105	0038354
The Big Sleep	1946	7.9	75420	Crime,Film-Noir,Mystery	114	0038355
Black Angel	1946	7.0	2390	Adventure,Crime,Film-Noir	81	0038360
Blithe Spirit	1945	7.1	5080	Comedy,Fantasy	96	0038363
The Blue Dahlia	1946	7.2	7011	Crime,Film-Noir,Mystery	96	0038369
Blue Skies	1946	6.5	1172	Comedy,Musical,Romance	99	0038370
Caesar and Cleopatra	1945	6.3	2366	Biography,Comedy,Drama	138	0038390
California	1947	6.2	737	Romance,Western	97	0038392
Canyon Passage	1946	6.9	1808	Action,Drama,Music	92	0038395
The Captive Heart	1946	7.0	854	Drama,War	104	0038396
The Chase	1946	6.6	1373	Crime,Film-Noir,Thriller	86	0038409
Cloak and Dagger	1946	6.6	2235	Adventure,Film-Noir,Romance	106	0038417
Cluny Brown	1946	7.5	2606	Comedy,Romance,War	100	0038419
Courage of Lassie	1946	6.3	1296	Adventure,Drama,Family	92	0038427
Crack-Up	1946	6.6	1203	Crime,Drama,Film-Noir	93	0038429
The Dark Corner	1946	7.2	3780	Crime,Drama,Film-Noir	99	0038453
The Dark Mirror	1946	7.1	3791	Crime,Drama,Film-Noir	85	0038455
Deadline at Dawn	1946	6.8	1538	Film-Noir,Mystery,Romance	83	0038458
Deception	1946	7.1	2795	Crime,Drama,Film-Noir	115	0038461
Decoy	1946	6.8	1404	Crime,Drama,Film-Noir	76	0038462
Devotion	1946	6.6	705	Biography,Drama	107	0038474
Devil in the Flesh	1947	7.0	654	Drama,Romance	110	0038476
The Diary of a Chambermaid	1946	6.6	1114	Drama,Romance	86	0038477
Dragonwyck	1946	7.0	3431	Drama,Mystery,Romance	103	0038492
Dressed to Kill	1946	6.9	5056	Crime,Mystery	76	0038494
Dual Alibi	1947	6.8	136	Crime,Drama	81	0038498
Duel in the Sun	1946	6.8	7621	Drama,Romance,Western	129	0038499
Fame Is the Spur	1947	6.9	164	Drama	116	0038520
From This Day Forward	1946	6.5	352	Drama,Romance,War	95	0038537
Gilda	1946	7.7	25773	Drama,Film-Noir,Romance	110	0038559
Great Expectations	1946	7.8	20852	Adventure,Drama,Mystery	118	0038574
Green for Danger	1946	7.5	4014	Crime,Mystery,Thriller	91	0038577
The Green Years	1946	7.0	712	Drama	127	0038578
The Harvey Girls	1946	7.1	3332	Comedy,Musical,Western	102	0038589
Her Sister's Secret	1946	6.5	219	Drama	86	0038598
Holiday in Mexico	1946	6.1	360	Animation,Comedy,Musical	128	0038606
Home, Sweet Homicide	1946	7.1	202	Adventure,Comedy,Crime	90	0038613
Humoresque	1946	7.4	3674	Drama,Music,Romance	125	0038622
If I'm Lucky	1946	6.1	161	Comedy,Music,Romance	78	0038632
It's a Wonderful Life	1946	8.6	374566	Drama,Family,Fantasy	130	0038650
The Jolson Story	1946	7.2	1429	Biography,Drama,Music	128	0038661
The Kid from Brooklyn	1946	6.7	918	Comedy,Musical	113	0038668
The Killers	1946	7.8	17736	Crime,Drama,Film-Noir	103	0038669
Crisis	1946	6.5	2199	Drama,Romance	93	0038675
Little Giant	1946	7.0	1112	Comedy	91	0038694
The Locket	1946	7.2	2193	Crime,Drama,Film-Noir	85	0038700
The Madonna's Secret	1946	6.4	137	Crime,Drama,Film-Noir	79	0038714
Make Mine Music	1946	6.3	3346	Animation,Family,Music	75	0038718
The Man I Love	1946	6.8	688	Drama,Film-Noir,Music	96	0038721
Margie	1946	7.2	683	Comedy,Music,Romance	94	0038727
A Matter of Life and Death	1946	8.1	17861	Comedy,Drama,Fantasy	104	0038733
Monsieur Beaucaire	1946	7.0	424	Adventure,Comedy,History	93	0038747
My Darling Clementine	1946	7.8	20088	Biography,Drama,Western	97	0038762
My Pal Trigger	1946	6.4	433	Western	79	0038764
My Reputation	1946	7.0	1201	Drama,Romance	94	0038765
Murderers Among Us	1946	7.4	1858	Drama,Romance,Thriller	85	0038769
Never Say Goodbye	1946	6.8	735	Comedy	97	0038773
Night and Day	1946	6.2	2540	Biography,Drama,Musical	128	0038776
A Night in Casablanca	1946	7.0	5638	Comedy	85	0038777
Nobody Lives Forever	1946	7.0	1217	Crime,Drama,Film-Noir	100	0038780
Nocturne	1946	6.5	1208	Crime,Drama,Film-Noir	87	0038782
Notorious	1946	7.9	87311	Drama,Film-Noir,Romance	102	0038787
O.S.S.	1946	6.8	326	Drama,War	108	0038794
Of Human Bondage	1946	6.4	531	Drama	105	0038795
One More Tomorrow	1946	6.6	309	Comedy,Drama	87	0038802
The Overlanders	1946	6.6	362	Adventure,Western	91	0038821
Paisan	1946	7.7	6622	Drama,War	126	0038823
Panique	1946	8.1	1170	Crime,Drama	99	0038824
Gates of the Night	1946	7.2	957	Drama,Fantasy,Mystery	120	0038853
The Postman Always Rings Twice	1946	7.5	17307	Crime,Drama,Film-Noir	113	0038854
The Razor's Edge	1946	7.4	5048	Drama,Romance	145	0038873
Rome, Open City	1945	8.1	21319	Drama,Thriller,War	103	0038890
Shoeshine	1946	8.0	5876	Drama	87	0038913
The Secret Heart	1946	6.5	498	Drama,Romance	97	0038916
Sentimental Journey	1946	6.6	326	Drama	94	0038922
The Seventh Veil	1945	6.8	1416	Drama,Music	94	0038924
Shadow of a Woman	1946	6.1	232	Drama,Film-Noir,Thriller	78	0038927
Shock	1946	6.3	2088	Film-Noir,Thriller	70	0038937
Sister Kenny	1946	7.2	838	Biography,Drama	116	0038948
Smoky	1946	6.7	301	Drama,Family,Music	87	0038955
So Dark the Night	1946	6.3	951	Crime,Drama,Film-Noir	71	0038958
So Goes My Love	1946	6.6	311	Biography,Comedy,Drama	88	0038959
Somewhere in the Night	1946	7.1	2295	Crime,Drama,Film-Noir	110	0038965
Song of the South	1946	7.1	10503	Animation,Comedy,Family	94	0038969
Specter of the Rose	1946	5.9	179	Drama,Film-Noir,Music	90	0038973
The Spiral Staircase	1946	7.4	8388	Drama,Mystery,Thriller	83	0038975
A Stolen Life	1946	7.3	2864	Drama	109	0038984
The Strange Love of Martha Ivers	1946	7.4	7616	Drama,Film-Noir,Romance	116	0038988
The Strange Woman	1946	6.7	1536	Drama,Film-Noir,Romance	100	0038990
The Stranger	1946	7.4	20909	Crime,Drama,Film-Noir	95	0038991
Suspense	1946	6.5	307	Drama,Film-Noir,Romance	101	0039000
Tarzan and the Leopard Woman	1946	6.3	2108	Action,Adventure,Romance	72	0039011
That Brennan Girl	1946	6.7	181	Drama,Romance	95	0039020
Three Strangers	1946	7.0	1474	Crime,Drama,Film-Noir	92	0039029
Till the Clouds Roll By	1946	6.4	1966	Biography,Musical	132	0039035
Till the End of Time	1946	6.8	988	Drama,Romance,War	105	0039036
The Time of Their Lives	1946	7.7	2827	Comedy,Fantasy,Romance	82	0039037
The Time, the Place and the Girl	1946	6.1	219	Comedy,Musical,Romance	105	0039038
To Each His Own	1946	7.7	2116	Drama,Romance	122	0039040
Tomorrow Is Forever	1946	7.4	2166	Drama,Romance,War	104	0039041
Two Guys from Milwaukee	1946	6.5	373	Comedy	90	0039053
Two Sisters from Boston	1946	6.7	479	Comedy,Musical	112	0039054
Two Smart People	1946	6.5	408	Crime,Drama,Romance	93	0039055
Two Years Before the Mast	1946	6.9	398	Adventure,Drama	98	0039056
Undercurrent	1946	6.6	2536	Drama,Film-Noir,Thriller	116	0039066
The Verdict	1946	7.2	1697	Crime,Drama,Film-Noir	86	0039080
The Virginian	1946	6.5	920	Romance,Western	87	0039082
No Regrets for Our Youth	1946	7.1	2638	Drama	110	0039090
Wanted for Murder	1946	6.8	339	Crime,Drama	101	0039095
Without Reservations	1946	6.6	1401	Comedy,Romance	107	0039110
The Yearling	1946	7.2	5055	Drama,Family,Western	128	0039111
Young Widow	1946	6.1	213	Drama	100	0039114
Ziegfeld Follies	1945	6.5	2727	Comedy,Musical	110	0039116
Angel and the Badman	1947	6.9	4892	Romance,Western	100	0039152
The Bachelor and the Bobby-Soxer	1947	7.3	7387	Comedy,Romance	95	0039169
Bells of San Angelo	1947	5.7	284	Western	78	0039180
The Bishop's Wife	1947	7.6	13274	Comedy,Drama,Fantasy	109	0039190
Black Narcissus	1947	7.8	19963	Drama	101	0039192
Blanche Fury	1948	6.7	709	Crime,Drama,Mystery	90	0039195
Blind Spot	1947	6.8	124	Crime,Drama,Film-Noir	73	0039197
Body and Soul	1947	7.6	4022	Drama,Film-Noir,Sport	104	0039204
Boomerang!	1947	7.2	3820	Crime,Drama,Film-Noir	88	0039208
Born to Kill	1947	7.2	4185	Crime,Drama,Film-Noir	92	0039211
The Brasher Doubloon	1947	6.5	840	Crime,Drama,Film-Noir	72	0039217
Brighton Rock	1948	7.4	4919	Crime,Drama	92	0039220
Brute Force	1947	7.6	8209	Crime,Drama,Film-Noir	98	0039224
Buck Privates Come Home	1947	7.0	1817	Action,Comedy,Family	77	0039226
Bush Christmas	1947	6.2	364	Action,Adventure,Comedy	80	0039231
Captain Boycott	1947	6.6	298	Drama,History	92	0039242
Captain from Castile	1947	6.9	1697	Adventure,Drama,History	140	0039243
Carnegie Hall	1947	6.5	254	Drama,Music	144	0039244
Cass Timberlane	1947	6.4	832	Drama,Romance	119	0039250
Cheyenne	1947	6.5	409	Romance,Western	99	0039260
Christmas Eve	1947	6.0	448	Comedy,Drama	90	0039266
Copacabana	1947	6.2	1080	Comedy,Musical	92	0039277
Crossfire	1947	7.3	6825	Crime,Drama,Film-Noir	86	0039286
Cry Wolf	1947	6.6	1201	Crime,Drama,Mystery	83	0039288
Cynthia	1947	6.3	428	Comedy,Drama	98	0039293
Daisy Kenyon	1947	6.8	1967	Drama,Romance	99	0039294
Dancing with Crime	1947	6.7	182	Crime,Drama,Mystery	83	0039297
Dark Passage	1947	7.6	16545	Film-Noir,Thriller	106	0039302
Dead Reckoning	1947	7.1	6124	Crime,Drama,Film-Noir	100	0039305
Dear Murderer	1947	6.9	610	Crime,Drama	90	0039306
Dear Ruth	1947	7.2	410	Comedy,Romance	95	0039307
Deep Valley	1947	6.9	554	Action,Crime,Drama	104	0039308
Desire Me	1947	6.2	556	Drama,Romance,War	91	0039312
Desperate	1947	6.8	1840	Crime,Film-Noir,Thriller	73	0039313
Dishonored Lady	1947	6.5	943	Crime,Drama,Film-Noir	85	0039324
A Double Life	1947	7.0	2808	Crime,Drama,Film-Noir	104	0039335
Down to Earth	1947	6.2	987	Comedy,Fantasy,Musical	101	0039337
Dreams That Money Can Buy	1947	6.8	735	Drama,Fantasy	99	0039340
Dédée d'Anvers	1948	7.1	329	Drama	86	0039344
The Egg and I	1947	7.1	2180	Comedy,Romance	108	0039349
Escape Me Never	1947	6.1	426	Drama,Romance	104	0039357
The Exile	1947	6.6	394	Adventure,Romance	95	0039360
The Fabulous Dorseys	1947	5.6	443	Biography,Music,Romance	88	0039365
The Farmer's Daughter	1947	7.2	2174	Comedy,Drama,Romance	97	0039370
Fear in the Night	1947	6.4	1241	Crime,Drama,Film-Noir	72	0039372
Forever Amber	1947	6.6	1127	Adventure,Drama,Romance	138	0039391
The Foxes of Harrow	1947	6.7	434	Action,Drama,Romance	117	0039394
Framed	1947	7.0	1188	Crime,Drama,Film-Noir	82	0039396
Frieda	1947	7.0	290	Drama,War	98	0039398
The Fugitive	1947	6.3	1950	Drama,History	104	0039402
Fun and Fancy Free	1947	6.6	6206	Adventure,Animation,Comedy	73	0039404
The Gangster	1947	6.7	684	Crime,Drama,Film-Noir	84	0039410
Gentleman's Agreement	1947	7.2	13840	Drama,Romance	118	0039416
Germany Year Zero	1948	7.9	9264	Drama,War	78	0039417
The Ghost and Mrs. Muir	1947	7.9	14644	Comedy,Drama,Fantasy	104	0039420
Golden Earrings	1947	6.7	959	Adventure,Romance,War	95	0039428
Good News	1947	6.8	2296	Comedy,Musical,Romance	93	0039431
Green Dolphin Street	1947	6.8	1234	Adventure,Drama,Romance	141	0039437
Gunfighters	1947	6.3	533	Western	87	0039441
Heaven Only Knows	1947	6.6	358	Adventure,Comedy,Family	100	0039453
High Barbaree	1947	6.4	332	Action,Drama,Romance	91	0039461
High Wall	1947	7.0	1359	Crime,Drama,Film-Noir	99	0039464
Honeymoon	1947	6.1	342	Comedy	74	0039472
The Hucksters	1947	6.7	1309	Comedy,Drama,Romance	115	0039477
Hue and Cry	1947	6.8	1269	Adventure,Comedy,Crime	82	0039478
I Walk Alone	1947	7.0	2037	Crime,Drama,Film-Noir	97	0039482
I Wonder Who's Kissing Her Now	1947	6.8	159	Musical	104	0039483
An Ideal Husband	1947	6.5	534	Comedy	96	0039485
The Inheritance	1947	6.7	566	Drama,Horror,Mystery	103	0039492
It Had to Be You	1947	6.6	594	Comedy,Fantasy,Romance	98	0039500
It Happened in Brooklyn	1947	6.6	705	Comedy,Musical,Romance	104	0039501
It Happened on Fifth Avenue	1947	7.7	3208	Comedy,Music,Romance	116	0039502
Ivy	1947	7.1	693	Crime,Drama,Film-Noir	99	0039504
Jassy	1947	6.5	264	Drama,Romance	100	0039509
Les jeux sont faits	1947	7.1	189	Drama,Fantasy	105	0039512
Johnny O'Clock	1947	6.9	1274	Crime,Drama,Film-Noir	96	0039515
Killer McCoy	1947	6.7	310	Drama	104	0039531
Kiss of Death	1947	7.4	6709	Crime,Drama,Film-Noir	99	0039536
Lady in the Lake	1946	6.6	4728	Crime,Film-Noir,Mystery	105	0039545
The Late George Apley	1947	7.1	697	Comedy	93	0039556
Life with Father	1947	7.2	4342	Comedy	118	0039566
The Long Night	1947	6.7	1308	Crime,Drama,Film-Noir	101	0039581
The Lost Moment	1947	6.9	864	Drama,Film-Noir,Romance	89	0039583
Lured	1947	7.0	2773	Crime,Film-Noir,Mystery	102	0039589
The Macomber Affair	1947	6.6	738	Adventure	89	0039591
Magic Town	1947	6.5	1358	Comedy,Romance	103	0039595
The Damned	1947	7.2	574	Adventure,Drama,Thriller	105	0039615
Mine Own Executioner	1947	6.8	358	Drama,Thriller	108	0039627
Miracle on 34th Street	1947	7.9	38398	Comedy,Drama,Family	96	0039628
Monsieur Verdoux	1947	7.9	14653	Comedy,Crime,Drama	124	0039631
Mourning Becomes Electra	1947	6.5	888	Drama	173	0039636
My Favorite Brunette	1947	6.8	2804	Comedy,Crime,Film-Noir	87	0039645
My Wild Irish Rose	1947	6.5	320	Biography,Musical	101	0039647
Record of a Tenement Gentleman	1947	7.8	1600	Drama	72	0039651
Night Song	1947	6.4	371	Drama,Music,Romance	102	0039659
Night Unto Night	1949	5.7	305	Drama,Romance	84	0039660
Nightmare Alley	1947	7.8	6799	Drama,Film-Noir	110	0039661
Nora Prentiss	1947	7.2	1296	Drama,Film-Noir	111	0039666
The October Man	1947	7.1	909	Crime,Mystery	95	0039676
Odd Man Out	1947	7.7	8270	Crime,Drama,Film-Noir	116	0039677
The Other Love	1947	6.2	572	Drama,Film-Noir,Romance	95	0039686
Out of the Blue	1947	6.5	184	Comedy	84	0039688
Out of the Past	1947	8.0	30183	Crime,Drama,Film-Noir	97	0039689
Love of a Clown - Pagliacci	1948	7.2	41	Drama,Music,Musical	81	0039691
The Paradine Case	1947	6.6	9451	Crime,Drama,Romance	125	0039694
The Perils of Pauline	1947	6.5	961	Biography,Comedy,Musical	96	0039698
Possessed	1947	7.2	4261	Crime,Drama,Film-Noir	108	0039725
The Private Affairs of Bel Ami	1947	6.7	606	Drama	112	0039735
Pursued	1947	7.2	2633	Drama,Mystery,Romance	101	0039737
Quai des Orfèvres	1947	7.8	4564	Crime,Drama	106	0039739
Railroaded!	1947	6.7	1312	Crime,Drama,Film-Noir	72	0039748
Ramrod	1947	6.7	1234	Romance,Western	94	0039750
The Red House	1947	6.9	3029	Drama,Film-Noir,Mystery	100	0039757
Repeat Performance	1947	6.9	685	Crime,Drama,Film-Noir	91	0039761
Ride the Pink Horse	1947	7.3	2243	Crime,Drama,Film-Noir	101	0039768
Riffraff	1947	6.7	471	Adventure,Comedy,Drama	80	0039772
Road to Rio	1947	7.0	2969	Adventure,Comedy,Musical	100	0039776
The Romance of Rosy Ridge	1947	6.9	444	Comedy,Drama,Romance	105	0039783
The Root of All Evil	1947	6.6	166	Drama	110	0039784
San Demetrio London	1943	6.7	344	Adventure,Drama,War	104	0039797
The Sea of Grass	1947	6.3	1812	Drama,Western	123	0039806
The Secret Life of Walter Mitty	1947	7.0	5313	Comedy,Fantasy,Romance	110	0039808
The Senator Was Indiscreet	1947	6.8	370	Comedy	88	0039811
The Shocking Miss Pilgrim	1947	6.4	333	Comedy,Musical,Romance	85	0039819
Code of Scotland Yard	1947	6.8	139	Crime,Drama,Film-Noir	91	0039821
Le Silence de la Mer	1949	7.6	3678	Drama,Romance,War	87	0039822
The Sin of Harold Diddlebock	1947	6.5	1372	Comedy	89	0039825
Sinbad, the Sailor	1947	6.3	1706	Adventure,Fantasy,Romance	116	0039826
A Ship to India	1947	6.5	1189	Drama	98	0039834
Smash-Up: The Story of a Woman	1947	6.4	1123	Drama,Film-Noir,Music	103	0039840
So Well Remembered	1947	6.9	392	Drama,Mystery,Romance	114	0039842
Something in the Wind	1947	6.7	373	Comedy,Musical	94	0039847
Song of Love	1947	6.8	847	Drama,Music,Romance	119	0039850
Song of the Thin Man	1947	7.1	4167	Comedy,Crime,Musical	86	0039853
One Wonderful Sunday	1947	7.2	2437	Drama,Romance	108	0039871
Suddenly It's Spring	1947	6.7	144	Comedy,Romance	87	0039873
T-Men	1947	7.0	2892	Crime,Film-Noir,Thriller	92	0039881
Take My Life	1947	7.0	252	Crime,Drama,Mystery	79	0039883
That Hagen Girl	1947	6.3	576	Drama	83	0039892
I Became a Criminal	1947	7.2	1206	Crime,Drama	101	0039895
They Won't Believe Me	1947	7.2	1805	Drama,Film-Noir,Romance	95	0039896
This Time for Keeps	1947	5.9	292	Musical,Romance	105	0039898
Trail Street	1947	6.2	530	Western	84	0039908
The Two Mrs. Carrolls	1947	6.9	3182	Crime,Drama,Film-Noir	99	0039926
Tycoon	1947	6.3	1241	Adventure,Drama,Romance	128	0039927
Unconquered	1947	7.1	1961	Adventure,Drama,History	146	0039931
The Unfaithful	1947	6.8	852	Crime,Drama,Film-Noir	109	0039937
The Unsuspected	1947	7.2	2207	Drama,Film-Noir,Mystery	103	0039941
The Upturned Glass	1947	7.0	575	Crime,Drama	90	0039947
The Voice of the Turtle	1947	6.8	529	Comedy,Romance	103	0039969
The Web	1947	7.1	699	Crime,Drama,Film-Noir	87	0039973
Welcome Stranger	1947	6.9	225	Comedy	107	0039975
Whispering City	1947	6.3	252	Crime,Drama	98	0039986
The Wistful Widow of Wagon Gap	1947	6.8	974	Action,Comedy,Family	78	0039998
The Woman in the Hall	1947	6.6	71	Drama	93	0039999
The Woman on the Beach	1947	6.4	1800	Drama,Film-Noir,Romance	71	0040000
A Woman's Vengeance	1948	6.8	303	Drama,Film-Noir,Mystery	96	0040002
3 Godfathers	1948	7.1	7770	Drama,Western	106	0040064
Abbott and Costello Meet Frankenstein	1948	7.5	13716	Comedy,Fantasy,Horror	83	0040068
The Accused	1949	6.9	691	Drama,Film-Noir,Thriller	101	0040071
An Act of Murder	1948	7.0	498	Crime,Drama,Film-Noir	91	0040072
Adventures of Don Juan	1948	7.0	2609	Action,Adventure,Romance	110	0040076
Against the Wind	1948	6.5	447	Action,Drama,War	96	0040080
Albuquerque	1948	6.6	563	Action,Adventure,Romance	90	0040082
All My Sons	1948	7.4	1505	Drama,Film-Noir	94	0040087
Anna Karenina	1948	6.7	2327	Drama,Romance	139	0040098
Another Part of the Forest	1948	7.2	390	Drama,Romance	107	0040102
Apartment for Peggy	1948	7.2	838	Drama	96	0040104
Arch of Triumph	1948	6.4	1276	Drama,Romance,War	120	0040109
The Walls of Malapaga	1949	6.8	660	Drama,Romance	104	0040137
Berlin Express	1948	6.8	2727	Crime,Drama,Film-Noir	87	0040155
The Big Clock	1948	7.7	7308	Crime,Drama,Film-Noir	95	0040160
Blood on the Moon	1948	6.9	1875	Action,Drama,Romance	88	0040175
The Boy with Green Hair	1948	6.7	2388	Comedy,Drama,Family	82	0040185
Call Northside 777	1948	7.4	7479	Drama,Film-Noir	112	0040202
Casbah	1948	6.1	370	Crime,Musical	94	0040214
Caught	1949	7.0	3008	Drama,Film-Noir,Romance	88	0040221
Chicken Every Sunday	1949	6.6	205	Comedy,Drama,Romance	94	0040229
Close-Up	1948	6.3	86	Crime,Drama,Film-Noir	76	0040237
Command Decision	1948	7.3	1823	Action,Drama,War	112	0040242
Coroner Creek	1948	6.7	646	Western	90	0040245
Corridor of Mirrors	1948	6.6	369	Drama,Mystery	105	0040246
Cry of the City	1948	7.3	1960	Crime,Drama,Film-Noir	95	0040257
The Dark Past	1948	6.4	901	Crime,Film-Noir,Thriller	73	0040270
A Date with Judy	1948	6.6	1021	Comedy,Musical,Romance	113	0040271
Daughter of Darkness	1948	6.5	208	Crime,Drama,Horror	91	0040273
The Dude Goes West	1948	6.9	199	Comedy,Western	86	0040305
Easter Parade	1948	7.4	8007	Musical,Romance	103	0040308
The Emperor Waltz	1948	6.1	1367	Comedy,Musical,Romance	106	0040317
Enchantment	1948	7.2	830	Drama,Romance	100	0040321
Escape	1948	6.6	263	Thriller	78	0040325
Every Girl Should Be Married	1948	6.4	1965	Comedy	85	0040331
Quartet	1948	7.3	797	Drama,Romance	120	0040335
The Fallen Idol	1948	7.7	7256	Drama,Mystery,Thriller	95	0040338
Force of Evil	1948	7.3	5414	Crime,Drama,Film-Noir	79	0040366
A Foreign Affair	1948	7.3	6335	Comedy,Drama,Romance	116	0040367
Fort Apache	1948	7.5	15389	Action,Adventure,Western	128	0040369
Four Faces West	1948	7.1	680	Western	89	0040370
The Fuller Brush Man	1948	6.9	489	Action,Adventure,Comedy	93	0040379
Fury at Furnace Creek	1948	6.7	301	Western	88	0040380
Hamlet	1948	7.6	14311	Drama	154	0040416
Port of Call	1948	6.6	1856	Drama	100	0040418
He Walked by Night	1948	7.2	4500	Crime,Film-Noir,Thriller	79	0040427
Hills of Home	1948	6.7	541	Adventure,Drama,Family	97	0040438
Holiday Camp	1947	6.6	403	Adventure,Comedy,Crime	97	0040443
Hollow Triumph	1948	6.8	2112	Crime,Drama,Film-Noir	83	0040444
Homecoming	1948	6.8	715	Drama,Romance,War	113	0040446
I Remember Mama	1948	7.9	4750	Drama,Family	134	0040458
I Wouldn't Be in Your Shoes	1948	6.7	186	Crime,Drama,Film-Noir	70	0040460
The Iron Curtain	1948	6.4	710	Biography,Crime,History	87	0040478
It Always Rains on Sunday	1947	7.2	1321	Crime,Drama	92	0040481
Joan of Arc	1948	6.4	2567	Biography,Drama,War	145	0040491
Johnny Belinda	1948	7.7	3999	Drama	102	0040495
Jour de Fête	1949	7.3	6986	Comedy	70	0040497
Julia Misbehaves	1948	6.9	819	Comedy,Romance	99	0040498
June Bride	1948	7.0	1487	Comedy	96	0040499
Key Largo	1948	7.8	35034	Action,Crime,Drama	100	0040506
Kiss the Blood Off My Hands	1948	6.8	897	Crime,Drama,Film-Noir	79	0040512
The Kissing Bandit	1948	5.2	456	Comedy,Musical,Western	100	0040513
Bicycle Thieves	1948	8.3	133890	Drama	89	0040522
The Lady from Shanghai	1947	7.6	24344	Crime,Drama,Film-Noir	87	0040525
Letter from an Unknown Woman	1948	8.0	10294	Drama,Romance	87	0040536
Dulcimer Street	1948	7.0	314	Drama	112	0040548
Louisiana Story	1948	6.7	1570	Adventure,Drama	78	0040550
The Loves of Carmen	1948	6.2	875	Adventure,Drama,Music	99	0040552
The Luck of the Irish	1948	6.8	771	Comedy,Fantasy,Romance	99	0040553
Luxury Liner	1948	6.7	392	Comedy,Musical,Romance	98	0040556
Macbeth	1948	7.5	5924	Drama,History,War	92	0040558
La macchina ammazzacattivi	1952	6.7	524	Comedy,Fantasy	80	0040559
Melody Time	1948	6.4	4304	Animation,Comedy,Family	75	0040580
The Miracle of the Bells	1948	6.6	758	Drama	120	0040594
Miranda	1948	6.9	791	Comedy,Fantasy,Romance	80	0040597
